Count,Acres,PROTECTED,BpS_Name_105
213,47,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
212,47,NO,Acadian-Appalachian Montane Spruce-Fir Forest
212,47,NO,Central Appalachian Dry Oak-Pine Forest
212,47,YES,Central Appalachian Dry Oak-Pine Forest
212,47,YES,Laurentian-Acadian Northern Hardwoods Forest
211,47,YES,Central Appalachian Dry Oak-Pine Forest
211,47,YES,Laurentian-Acadian Northern Hardwoods Forest
210,47,NO,Central Appalachian Dry Oak-Pine Forest
209,46,NO,Laurentian-Acadian Northern Hardwoods Forest
209,46,YES,Laurentian-Acadian Northern Hardwoods Forest
208,46,YES,Gulf and Atlantic Coastal Plain Swamp Systems
208,46,YES,Laurentian-Acadian Northern Hardwoods Forest
207,46,NO,Central Appalachian Dry Oak-Pine Forest
207,46,YES,Central Appalachian Dry Oak-Pine Forest
207,46,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
206,46,NO,Central Appalachian Dry Oak-Pine Forest
205,46,NO,Central Appalachian Dry Oak-Pine Forest
205,46,YES,Central Appalachian Dry Oak-Pine Forest
204,45,NO,Central Appalachian Dry Oak-Pine Forest
204,45,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
203,45,YES,Central Appalachian Dry Oak-Pine Forest
203,45,YES,Central Interior and Appalachian Swamp Systems
202,45,NO,Central Appalachian Dry Oak-Pine Forest
201,45,NO,Laurentian-Acadian Swamp Systems
201,45,YES,Central Appalachian Dry Oak-Pine Forest
201,45,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
200,44,YES,Appalachian (Hemlock-)Northern Hardwood Forest
200,44,YES,Central Appalachian Dry Oak-Pine Forest
200,44,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
199,44,YES,Acadian-Appalachian Montane Spruce-Fir Forest
199,44,YES,Central Appalachian Dry Oak-Pine Forest
198,44,NO,Central Appalachian Dry Oak-Pine Forest
197,44,NO,Laurentian-Acadian Northern Hardwoods Forest
197,44,YES,Central Appalachian Dry Oak-Pine Forest
197,44,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
196,44,YES,Laurentian-Acadian Northern Hardwoods Forest
196,44,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
195,43,YES,Central Appalachian Dry Oak-Pine Forest
195,43,YES,Northern Atlantic Coastal Plain Hardwood Forest
194,43,YES,Central Appalachian Dry Oak-Pine Forest
194,43,YES,Central Interior and Appalachian Swamp Systems
194,43,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
193,43,YES,Appalachian (Hemlock-)Northern Hardwood Forest
192,43,YES,Acadian-Appalachian Montane Spruce-Fir Forest
192,43,YES,Laurentian-Acadian Floodplain Systems
191,42,NO,Central Appalachian Dry Oak-Pine Forest
191,42,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
191,42,YES,Central Interior and Appalachian Swamp Systems
191,42,YES,Laurentian-Acadian Swamp Systems
190,42,NO,Central Appalachian Dry Oak-Pine Forest
190,42,YES,Northeastern Interior Pine Barrens
189,42,NO,Central Appalachian Dry Oak-Pine Forest
189,42,YES,Northern Atlantic Coastal Plain Hardwood Forest
188,42,NO,Central Appalachian Dry Oak-Pine Forest
188,42,NO,Central Appalachian Pine-Oak Rocky Woodland
188,42,NO,Central Interior and Appalachian Riparian Systems
188,42,YES,Central Appalachian Dry Oak-Pine Forest
187,42,YES,Appalachian (Hemlock-)Northern Hardwood Forest
187,42,YES,Laurentian-Acadian Northern Hardwoods Forest
187,42,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
187,42,YES,Northeastern Interior Pine Barrens
185,41,NO,Central Interior and Appalachian Swamp Systems
185,41,YES,Appalachian (Hemlock-)Northern Hardwood Forest
185,41,YES,Central Appalachian Dry Oak-Pine Forest
184,41,NO,Appalachian (Hemlock-)Northern Hardwood Forest
184,41,NO,Central Appalachian Dry Oak-Pine Forest
184,41,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
184,41,YES,Central Appalachian Dry Oak-Pine Forest
184,41,YES,Central Interior and Appalachian Swamp Systems
184,41,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
184,41,YES,Laurentian-Acadian Swamp Systems
183,41,NO,Central Appalachian Dry Oak-Pine Forest
183,41,YES,Central Appalachian Dry Oak-Pine Forest
182,40,NO,Acadian-Appalachian Montane Spruce-Fir Forest
182,40,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
182,40,YES,Central Appalachian Dry Oak-Pine Forest
182,40,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
181,40,NO,Central Appalachian Dry Oak-Pine Forest
181,40,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
181,40,YES,Central Appalachian Dry Oak-Pine Forest
181,40,YES,Laurentian-Acadian Northern Hardwoods Forest
181,40,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
181,40,YES,Open Water
180,40,YES,Appalachian (Hemlock-)Northern Hardwood Forest
180,40,YES,Central Appalachian Dry Oak-Pine Forest
180,40,YES,Central Interior and Appalachian Swamp Systems
179,40,NO,Appalachian (Hemlock-)Northern Hardwood Forest
179,40,NO,Central Interior and Appalachian Swamp Systems
179,40,YES,Central Appalachian Dry Oak-Pine Forest
179,40,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
178,40,NO,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
178,40,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
177,39,NO,Central Appalachian Dry Oak-Pine Forest
177,39,YES,Boreal Acidic Peatland Systems
177,39,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
176,39,NO,Laurentian-Acadian Northern Hardwoods Forest
176,39,YES,Central Interior and Appalachian Swamp Systems
175,39,NO,Northern Atlantic Coastal Plain Hardwood Forest
175,39,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
174,39,NO,Appalachian (Hemlock-)Northern Hardwood Forest
174,39,YES,Central Appalachian Dry Oak-Pine Forest
174,39,YES,Central Appalachian Pine-Oak Rocky Woodland
174,39,YES,Gulf and Atlantic Coastal Plain Swamp Systems
174,39,YES,Laurentian-Acadian Northern Hardwoods Forest
174,39,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
173,38,YES,Central Appalachian Dry Oak-Pine Forest
173,38,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
172,38,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
172,38,YES,Appalachian (Hemlock-)Northern Hardwood Forest
169,38,YES,Central Appalachian Dry Oak-Pine Forest
169,38,YES,Laurentian-Acadian Northern Hardwoods Forest
169,38,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
169,38,YES,Northern Atlantic Coastal Plain Hardwood Forest
168,37,NO,Appalachian (Hemlock-)Northern Hardwood Forest
168,37,YES,Laurentian-Acadian Northern Hardwoods Forest
168,37,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
168,37,YES,Laurentian-Acadian Swamp Systems
167,37,NO,Laurentian-Acadian Northern Hardwoods Forest
167,37,YES,Northeastern Interior Pine Barrens
166,37,NO,Gulf and Atlantic Coastal Plain Swamp Systems
166,37,YES,Central Appalachian Dry Oak-Pine Forest
166,37,YES,Gulf and Atlantic Coastal Plain Swamp Systems
165,37,NO,Appalachian (Hemlock-)Northern Hardwood Forest
165,37,NO,Boreal Acidic Peatland Systems
164,36,NO,Central Appalachian Dry Oak-Pine Forest
164,36,NO,Laurentian-Acadian Northern Hardwoods Forest
164,36,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
164,36,YES,Laurentian-Acadian Northern Hardwoods Forest
164,36,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
164,36,YES,Laurentian-Acadian Swamp Systems
163,36,NO,Central Appalachian Dry Oak-Pine Forest
163,36,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
163,36,YES,Central Appalachian Dry Oak-Pine Forest
163,36,YES,Laurentian-Acadian Swamp Systems
161,36,YES,Central Appalachian Dry Oak-Pine Forest
161,36,YES,Laurentian-Acadian Northern Hardwoods Forest
161,36,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
160,36,YES,Central Appalachian Dry Oak-Pine Forest
160,36,YES,Gulf and Atlantic Coastal Plain Swamp Systems
160,36,YES,Laurentian-Acadian Swamp Systems
160,36,YES,Northern Atlantic Coastal Plain Hardwood Forest
159,35,NO,Central Appalachian Dry Oak-Pine Forest
159,35,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
159,35,YES,Barren-Rock/Sand/Clay
159,35,YES,Central Appalachian Dry Oak-Pine Forest
158,35,YES,Central Appalachian Dry Oak-Pine Forest
158,35,YES,Laurentian-Acadian Floodplain Systems
158,35,YES,Laurentian-Acadian Northern Hardwoods Forest
157,35,NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
156,35,NO,Laurentian-Acadian Northern Hardwoods Forest
156,35,YES,Central Appalachian Dry Oak-Pine Forest
156,35,YES,Gulf and Atlantic Coastal Plain Swamp Systems
156,35,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
156,35,YES,Northern Atlantic Coastal Plain Hardwood Forest
155,34,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
155,34,YES,Central Appalachian Dry Oak-Pine Forest
155,34,YES,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
155,34,YES,Laurentian-Acadian Northern Hardwoods Forest
155,34,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
154,34,NO,Central Appalachian Dry Oak-Pine Forest
154,34,YES,Appalachian (Hemlock-)Northern Hardwood Forest
154,34,YES,Central Appalachian Dry Oak-Pine Forest
154,34,YES,Laurentian-Acadian Northern Hardwoods Forest
153,34,NO,Laurentian-Acadian Northern Hardwoods Forest
153,34,YES,Laurentian-Acadian Northern Hardwoods Forest
153,34,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
152,34,YES,Acadian-Appalachian Montane Spruce-Fir Forest
152,34,YES,Laurentian-Acadian Floodplain Systems
151,34,YES,Central Appalachian Dry Oak-Pine Forest
151,34,YES,Central Interior and Appalachian Swamp Systems
151,34,YES,Laurentian-Acadian Northern Hardwoods Forest
150,33,NO,Laurentian-Acadian Northern Hardwoods Forest
150,33,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
150,33,YES,Appalachian (Hemlock-)Northern Hardwood Forest
150,33,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
149,33,NO,Central Appalachian Dry Oak-Pine Forest
149,33,YES,Central Appalachian Dry Oak-Pine Forest
149,33,YES,Northern Atlantic Coastal Plain Pitch Pine Barrens
148,33,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
148,33,NO,Open Water
148,33,YES,Central Appalachian Dry Oak-Pine Forest
148,33,YES,Laurentian-Acadian Northern Hardwoods Forest
148,33,YES,Northeastern Interior Pine Barrens
147,33,YES,Central Appalachian Dry Oak-Pine Forest
147,33,YES,Central Appalachian Pine-Oak Rocky Woodland
147,33,YES,Northern Atlantic Coastal Plain Hardwood Forest
146,32,NO,Central Appalachian Dry Oak-Pine Forest
146,32,NO,Laurentian-Acadian Northern Hardwoods Forest
146,32,YES,Central Appalachian Dry Oak-Pine Forest
145,32,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
145,32,YES,Central Appalachian Dry Oak-Pine Forest
144,32,NO,Laurentian-Acadian Northern Hardwoods Forest
144,32,YES,Central Appalachian Dry Oak-Pine Forest
144,32,YES,Laurentian-Acadian Floodplain Systems
144,32,YES,Northern Atlantic Coastal Plain Hardwood Forest
143,32,YES,Central Appalachian Dry Oak-Pine Forest
143,32,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
142,32,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
142,32,YES,Appalachian (Hemlock-)Northern Hardwood Forest
142,32,YES,Central Appalachian Dry Oak-Pine Forest
142,32,YES,Laurentian-Acadian Northern Hardwoods Forest
141,31,NO,Appalachian (Hemlock-)Northern Hardwood Forest
141,31,NO,Central Appalachian Pine-Oak Rocky Woodland
141,31,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
141,31,YES,Central Appalachian Dry Oak-Pine Forest
141,31,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
141,31,YES,Northeastern Interior Dry-Mesic Oak Forest
140,31,NO,Central Appalachian Dry Oak-Pine Forest
140,31,YES,Central Appalachian Dry Oak-Pine Forest
139,31,NO,Northeastern Interior Dry-Mesic Oak Forest
139,31,YES,Central Interior and Appalachian Swamp Systems
139,31,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
139,31,YES,Northern Atlantic Coastal Plain Hardwood Forest
138,31,YES,Central Appalachian Dry Oak-Pine Forest
137,30,NO,Central Appalachian Dry Oak-Pine Forest
137,30,YES,Central Appalachian Dry Oak-Pine Forest
136,30,YES,Appalachian (Hemlock-)Northern Hardwood Forest
136,30,YES,Central Appalachian Dry Oak-Pine Forest
135,30,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
135,30,NO,Northeastern Interior Dry-Mesic Oak Forest
134,30,YES,Appalachian (Hemlock-)Northern Hardwood Forest
134,30,YES,Central Appalachian Dry Oak-Pine Forest
134,30,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
134,30,YES,Northeastern Interior Dry-Mesic Oak Forest
133,30,NO,North-Central Interior Wet Flatwoods
133,30,NO,Northern Atlantic Coastal Plain Hardwood Forest
133,30,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
132,29,NO,Appalachian (Hemlock-)Northern Hardwood Forest
132,29,NO,Laurentian-Acadian Northern Hardwoods Forest
132,29,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
132,29,YES,Central Interior and Appalachian Swamp Systems
132,29,YES,Laurentian-Acadian Northern Hardwoods Forest
132,29,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
132,29,YES,Northeastern Interior Pine Barrens
131,29,NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
131,29,NO,Acadian-Appalachian Montane Spruce-Fir Forest
131,29,NO,Central Appalachian Dry Oak-Pine Forest
131,29,YES,Gulf and Atlantic Coastal Plain Swamp Systems
131,29,YES,Laurentian-Acadian Northern Hardwoods Forest
130,29,NO,Central Appalachian Dry Oak-Pine Forest
130,29,NO,Central Interior and Appalachian Swamp Systems
130,29,NO,Laurentian-Acadian Northern Hardwoods Forest
130,29,YES,Central Appalachian Dry Oak-Pine Forest
130,29,YES,North-Central Interior Wet Flatwoods
130,29,YES,Northern Atlantic Coastal Plain Hardwood Forest
130,29,YES,Open Water
129,29,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
129,29,YES,Central Appalachian Dry Oak-Pine Forest
129,29,YES,Central Interior and Appalachian Riparian Systems
128,28,NO,Central Appalachian Dry Oak-Pine Forest
128,28,YES,Central Appalachian Dry Oak-Pine Forest
128,28,YES,Northern Atlantic Coastal Plain Hardwood Forest
127,28,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
127,28,NO,Laurentian-Acadian Swamp Systems
127,28,YES,Central Appalachian Dry Oak-Pine Forest
127,28,YES,Central Interior and Appalachian Swamp Systems
127,28,YES,Laurentian-Acadian Northern Hardwoods Forest
127,28,YES,Northern Atlantic Coastal Plain Hardwood Forest
126,28,NO,Central Interior and Appalachian Swamp Systems
126,28,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
125,28,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
125,28,YES,Appalachian (Hemlock-)Northern Hardwood Forest
125,28,YES,Central Interior and Appalachian Swamp Systems
125,28,YES,Northern Atlantic Coastal Plain Pitch Pine Barrens
124,28,NO,Central Appalachian Dry Oak-Pine Forest
124,28,YES,Central Appalachian Dry Oak-Pine Forest
124,28,YES,Laurentian-Acadian Northern Hardwoods Forest
124,28,YES,Northern Atlantic Coastal Plain Hardwood Forest
123,27,YES,Appalachian (Hemlock-)Northern Hardwood Forest
123,27,YES,Northern Atlantic Coastal Plain Hardwood Forest
122,27,NO,Appalachian (Hemlock-)Northern Hardwood Forest
122,27,NO,Central Appalachian Dry Oak-Pine Forest
122,27,NO,Laurentian-Acadian Northern Hardwoods Forest
122,27,YES,Appalachian (Hemlock-)Northern Hardwood Forest
122,27,YES,Central Appalachian Dry Oak-Pine Forest
122,27,YES,Laurentian-Acadian Northern Hardwoods Forest
121,27,NO,Acadian-Appalachian Montane Spruce-Fir Forest
121,27,NO,Laurentian-Acadian Swamp Systems
121,27,NO,Northern Atlantic Coastal Plain Hardwood Forest
121,27,YES,Central Appalachian Dry Oak-Pine Forest
121,27,YES,Central Appalachian Pine-Oak Rocky Woodland
121,27,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
121,27,YES,Northern Atlantic Coastal Plain Hardwood Forest
120,27,NO,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
120,27,YES,Appalachian (Hemlock-)Northern Hardwood Forest
120,27,YES,Central Appalachian Dry Oak-Pine Forest
120,27,YES,Central Interior and Appalachian Swamp Systems
120,27,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
119,26,NO,Central Appalachian Dry Oak-Pine Forest
119,26,NO,Gulf and Atlantic Coastal Plain Swamp Systems
119,26,YES,Central Appalachian Dry Oak-Pine Forest
119,26,YES,Gulf and Atlantic Coastal Plain Swamp Systems
119,26,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
118,26,NO,Appalachian (Hemlock-)Northern Hardwood Forest
118,26,NO,Central Interior and Appalachian Swamp Systems
118,26,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
118,26,YES,Central Appalachian Dry Oak-Pine Forest
117,26,NO,Central Interior and Appalachian Swamp Systems
117,26,YES,Appalachian (Hemlock-)Northern Hardwood Forest
117,26,YES,Central Appalachian Dry Oak-Pine Forest
117,26,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
116,26,NO,Appalachian (Hemlock-)Northern Hardwood Forest
116,26,NO,Central Appalachian Dry Oak-Pine Forest
116,26,NO,North-Central Interior Wet Flatwoods
116,26,YES,Central Interior and Appalachian Swamp Systems
116,26,YES,Laurentian-Acadian Northern Hardwoods Forest
116,26,YES,North-Central Interior Wet Flatwoods
116,26,YES,Northern Atlantic Coastal Plain Hardwood Forest
115,26,YES,Central Interior and Appalachian Riparian Systems
115,26,YES,Laurentian-Acadian Northern Hardwoods Forest
115,26,YES,Laurentian-Acadian Swamp Systems
114,25,NO,Central Appalachian Dry Oak-Pine Forest
114,25,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
114,25,YES,Acadian-Appalachian Montane Spruce-Fir Forest
114,25,YES,Central Appalachian Dry Oak-Pine Forest
114,25,YES,Central Interior and Appalachian Swamp Systems
113,25,NO,Central Appalachian Dry Oak-Pine Forest
113,25,NO,Central Interior and Appalachian Swamp Systems
113,25,YES,Appalachian (Hemlock-)Northern Hardwood Forest
113,25,YES,Central Appalachian Dry Oak-Pine Forest
113,25,YES,Central Interior and Appalachian Swamp Systems
113,25,YES,Laurentian-Acadian Northern Hardwoods Forest
113,25,YES,Northern Atlantic Coastal Plain Hardwood Forest
112,25,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
112,25,YES,Central Appalachian Dry Oak-Pine Forest
112,25,YES,Central Interior and Appalachian Swamp Systems
112,25,YES,Laurentian-Acadian Northern Hardwoods Forest
112,25,YES,Northeastern Interior Pine Barrens
111,25,NO,Central Appalachian Dry Oak-Pine Forest
111,25,NO,Northeastern Interior Dry-Mesic Oak Forest
111,25,YES,Central Appalachian Dry Oak-Pine Forest
111,25,YES,Laurentian-Acadian Northern Hardwoods Forest
110,24,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
110,24,YES,Appalachian (Hemlock-)Northern Hardwood Forest
110,24,YES,Central Appalachian Dry Oak-Pine Forest
110,24,YES,Laurentian-Acadian Northern Hardwoods Forest
110,24,YES,Northeastern Interior Pine Barrens
109,24,NO,Appalachian (Hemlock-)Northern Hardwood Forest
109,24,NO,Central Appalachian Dry Oak-Pine Forest
109,24,NO,Laurentian-Acadian Northern Hardwoods Forest
109,24,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
109,24,YES,Appalachian (Hemlock-)Northern Hardwood Forest
109,24,YES,Central Appalachian Dry Oak-Pine Forest
109,24,YES,Gulf and Atlantic Coastal Plain Swamp Systems
108,24,YES,Central Appalachian Dry Oak-Pine Forest
108,24,YES,Central Interior and Appalachian Riparian Systems
108,24,YES,Central Interior and Appalachian Swamp Systems
108,24,YES,Laurentian-Acadian Floodplain Systems
108,24,YES,Laurentian-Acadian Northern Hardwoods Forest
108,24,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
108,24,YES,Laurentian-Acadian Swamp Systems
108,24,YES,Northeastern Interior Dry-Mesic Oak Forest
108,24,YES,Northern Atlantic Coastal Plain Hardwood Forest
107,24,NO,Central Appalachian Dry Oak-Pine Forest
107,24,NO,Central Interior and Appalachian Swamp Systems
107,24,NO,Laurentian-Acadian Northern Hardwoods Forest
107,24,NO,Northern Atlantic Coastal Plain Dune and Swale
107,24,YES,Central Appalachian Dry Oak-Pine Forest
107,24,YES,Central Interior and Appalachian Swamp Systems
107,24,YES,Laurentian-Acadian Northern Hardwoods Forest
107,24,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
106,24,NO,Central Appalachian Dry Oak-Pine Forest
106,24,NO,Laurentian-Acadian Northern Hardwoods Forest
106,24,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
106,24,YES,Central Appalachian Dry Oak-Pine Forest
105,23,NO,Laurentian-Acadian Northern Hardwoods Forest
105,23,YES,Central Appalachian Dry Oak-Pine Forest
105,23,YES,Central Interior and Appalachian Swamp Systems
105,23,YES,Laurentian-Acadian Northern Hardwoods Forest
105,23,YES,Northern Atlantic Coastal Plain Hardwood Forest
104,23,NO,Laurentian-Acadian Swamp Systems
104,23,YES,Central Interior and Appalachian Swamp Systems
104,23,YES,Laurentian-Acadian Northern Hardwoods Forest
104,23,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
103,23,NO,Central Appalachian Dry Oak-Pine Forest
103,23,YES,Central Appalachian Dry Oak-Pine Forest
103,23,YES,Central Interior and Appalachian Floodplain Systems
103,23,YES,Central Interior and Appalachian Swamp Systems
103,23,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
103,23,YES,Northern Atlantic Coastal Plain Hardwood Forest
102,23,NO,Central Appalachian Dry Oak-Pine Forest
102,23,NO,Northeastern Interior Dry-Mesic Oak Forest
102,23,YES,Central Interior and Appalachian Swamp Systems
102,23,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
102,23,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
101,22,NO,Central Appalachian Dry Oak-Pine Forest
101,22,NO,Laurentian-Acadian Northern Hardwoods Forest
101,22,YES,Appalachian (Hemlock-)Northern Hardwood Forest
101,22,YES,Central Appalachian Pine-Oak Rocky Woodland
100,22,YES,Central Appalachian Dry Oak-Pine Forest
100,22,YES,Central Interior and Appalachian Floodplain Systems
100,22,YES,Laurentian-Acadian Northern Hardwoods Forest
100,22,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
99,22,NO,Central Appalachian Dry Oak-Pine Forest
99,22,NO,Laurentian-Acadian Northern Hardwoods Forest
99,22,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
99,22,YES,Central Appalachian Dry Oak-Pine Forest
99,22,YES,Central Interior and Appalachian Floodplain Systems
99,22,YES,North-Central Interior Wet Flatwoods
98,22,NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
98,22,NO,Central Appalachian Dry Oak-Pine Forest
98,22,NO,Northern Atlantic Coastal Plain Hardwood Forest
98,22,YES,Central Appalachian Dry Oak-Pine Forest
98,22,YES,Central Interior and Appalachian Swamp Systems
97,22,NO,Central Appalachian Dry Oak-Pine Forest
97,22,YES,Central Appalachian Dry Oak-Pine Forest
97,22,YES,Open Water
96,21,NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
96,21,NO,Central Appalachian Dry Oak-Pine Forest
96,21,YES,Appalachian (Hemlock-)Northern Hardwood Forest
96,21,YES,Central Appalachian Dry Oak-Pine Forest
96,21,YES,Central Interior and Appalachian Swamp Systems
95,21,NO,Acadian-Appalachian Montane Spruce-Fir Forest
95,21,YES,Central Appalachian Dry Oak-Pine Forest
95,21,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
94,21,NO,Laurentian-Acadian Northern Hardwoods Forest
94,21,NO,Northeastern Interior Dry-Mesic Oak Forest
94,21,YES,Appalachian (Hemlock-)Northern Hardwood Forest
94,21,YES,Boreal Acidic Peatland Systems
94,21,YES,Central Appalachian Dry Oak-Pine Forest
94,21,YES,Gulf and Atlantic Coastal Plain Swamp Systems
94,21,YES,Laurentian-Acadian Northern Hardwoods Forest
93,21,NO,Appalachian (Hemlock-)Northern Hardwood Forest
93,21,NO,Central Appalachian Dry Oak-Pine Forest
93,21,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
93,21,YES,Appalachian (Hemlock-)Northern Hardwood Forest
93,21,YES,Central Appalachian Dry Oak-Pine Forest
93,21,YES,Central Interior and Appalachian Swamp Systems
93,21,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
92,20,NO,Appalachian (Hemlock-)Northern Hardwood Forest
92,20,NO,Central Appalachian Dry Oak-Pine Forest
92,20,YES,Central Appalachian Dry Oak-Pine Forest
91,20,NO,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
91,20,NO,Central Interior and Appalachian Swamp Systems
91,20,NO,Laurentian-Acadian Northern Pine(-Oak) Forest
91,20,YES,Central Appalachian Dry Oak-Pine Forest
91,20,YES,Central Appalachian Pine-Oak Rocky Woodland
91,20,YES,Laurentian-Acadian Northern Hardwoods Forest
91,20,YES,Northern Atlantic Coastal Plain Hardwood Forest
90,20,NO,Central Appalachian Dry Oak-Pine Forest
90,20,YES,Central Appalachian Pine-Oak Rocky Woodland
90,20,YES,Laurentian-Acadian Northern Hardwoods Forest
90,20,YES,Laurentian-Acadian Northern Pine(-Oak) Forest
90,20,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
89,20,NO,Appalachian (Hemlock-)Northern Hardwood Forest
89,20,NO,Central Appalachian Dry Oak-Pine Forest
89,20,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
89,20,YES,Appalachian (Hemlock-)Northern Hardwood Forest
89,20,YES,Central Appalachian Dry Oak-Pine Forest
89,20,YES,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
89,20,YES,Laurentian-Acadian Swamp Systems
89,20,YES,Open Water
88,20,NO,Appalachian (Hemlock-)Northern Hardwood Forest
88,20,NO,Central Appalachian Dry Oak-Pine Forest
88,20,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
88,20,YES,Acadian-Appalachian Montane Spruce-Fir Forest
88,20,YES,Central Appalachian Dry Oak-Pine Forest
88,20,YES,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
88,20,YES,Laurentian-Acadian Swamp Systems
88,20,YES,Northeastern Interior Dry-Mesic Oak Forest
88,20,YES,Northern Atlantic Coastal Plain Hardwood Forest
88,20,YES,Open Water
87,19,NO,Appalachian (Hemlock-)Northern Hardwood Forest
87,19,YES,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
87,19,YES,Central Appalachian Dry Oak-Pine Forest
87,19,YES,Laurentian-Acadian Floodplain Systems
87,19,YES,Laurentian-Acadian Northern Hardwoods Forest
86,19,NO,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
