Count,BpS_Code_105,Zone_105,BpS_Model_105,BpS_Name_105,GroupVeg_105,LABEL_105,Departure_105,BpS_Code_110,Zone_110,BpS_Model_110,BpS_Name_110,GroupName_110,GroupVeg_110,LABEL_110,Departure_110,BPS_CODE_130,ZONE_130,BPS_MODEL_130,BPS_NAME_130,GROUPNAME_130,GROUPVEG_130,LABEL_130,Departure_130,us_105vdep,us_110vdep,us_130vdep,Parcel ID,fee - protection year,fee - orgname,easement - year,easement - orgname,PROTECTED
187,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,56,56,55,23023_05869,2006,The Nature Conservancy,,,YES
2,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,90,90,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,88,88,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,Burnable Urban,Burnable Urban,90,88,121,23023_05885,2006,The Nature Conservancy,,,YES
6,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,56,56,121,23023_05885,2006,The Nature Conservancy,,,YES
1,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,Urban,Urban,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,,,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,23023_05854,2006,The Nature Conservancy,,,YES
169,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,56,56,55,23023_05854,2006,The Nature Conservancy,,,YES
22,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,90,90,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,88,88,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,78,78,90,88,78,23023_05854,2006,The Nature Conservancy,,,YES
2,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,44,44,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,59,59,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,24,24,44,59,24,23023_05854,2006,The Nature Conservancy,,,YES
11,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,56,56,121,23023_05869,2006,The Nature Conservancy,,,YES
11,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Urban,Urban,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,,,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,23023_05869,2006,The Nature Conservancy,,,YES
1,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,99,99,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Upright Sedge-Bluejoint Grass-5,Riparian,88,88,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Upright Sedge-Bluejoint Grass-5,Riparian,54,54,99,88,54,23023_06116,2006,The Nature Conservancy,,,YES
1,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,90,90,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,88,88,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,Burnable Urban,Burnable Urban,90,88,121,23023_05854,2006,The Nature Conservancy,,,YES
4,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Urban,Urban,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,,,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,23023_05854,2006,The Nature Conservancy,,,YES
182,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,56,56,55,23023_05865,2006,The Nature Conservancy,,,YES
1,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,56,56,121,23023_05854,2006,The Nature Conservancy,,,YES
1,15260,66,6615260,Laurentian-Acadian Swamp Systems,Riparian,Urban,Urban,15260,66,6615260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,,,15260,66,6615260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,Non-burnable Urban,Non-burnable Urban,120,120,120,23023_05854,2006,The Nature Conservancy,,,YES
168,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,56,56,55,23023_05868,2006,The Nature Conservancy,,,YES
7,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Urban,Urban,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,,,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,23023_05868,2006,The Nature Conservancy,,,YES
9,11,na,na,Open Water,Open Water,Water,Water,11,na,na,Open Water,Open Water,Open Water,,,11,na,na,Open Water,Open Water,Open Water,Water,Water,111,111,111,23023_05865,2006,The Nature Conservancy,,,YES
288,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,56,56,55,23023_05864,2006,The Nature Conservancy,,,YES
1,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,56,56,121,23023_05868,2006,The Nature Conservancy,,,YES
6,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Urban,Urban,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,,,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,23023_05864,2006,The Nature Conservancy,,,YES
635,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,56,56,55,23023_05812,2006,The Nature Conservancy,,,YES
1,15260,66,6615260,Laurentian-Acadian Swamp Systems,Riparian,72,72,15260,66,6615260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,73,73,15260,66,6615260,Laurentian-Acadian Swamp Systems,Northern White Cedar-5,Riparian,52,52,72,73,52,23023_05865,2006,The Nature Conservancy,,,YES
3,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,56,56,121,23023_05864,2006,The Nature Conservancy,,,YES
1,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,99,99,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Upright Sedge-Bluejoint Grass-5,Riparian,88,88,14940,66,6614940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Upright Sedge-Bluejoint Grass-5,Riparian,54,54,99,88,54,23023_05865,2006,The Nature Conservancy,,,YES
32,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,44,44,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,59,59,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,24,24,44,59,24,23023_05812,2006,The Nature Conservancy,,,YES
9,11,na,na,Open Water,Open Water,Water,Water,11,na,na,Open Water,Open Water,Open Water,,,11,na,na,Open Water,Open Water,Open Water,Water,Water,111,111,111,23023_05864,2006,The Nature Conservancy,,,YES
7,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Urban,Urban,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,,,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,23023_05812,2006,The Nature Conservancy,,,YES
12,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,56,56,121,23023_05812,2006,The Nature Conservancy,,,YES
20,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,Grassland,100,100,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,American Beachgrass-Northern Bayberry-1,Grassland,98,98,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,American Beachgrass-Northern Bayberry-1,Grassland,85,85,100,98,85,23023_05812,2006,The Nature Conservancy,,,YES
4,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,82,82,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,84,84,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,74,74,82,84,74,23023_05812,2006,The Nature Conservancy,,,YES
7,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,Grassland,Urban,Urban,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,American Beachgrass-Northern Bayberry-1,Grassland,,,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,American Beachgrass-Northern Bayberry-1,Grassland,Non-burnable Urban,Non-burnable Urban,120,120,120,23023_05812,2006,The Nature Conservancy,,,YES
2,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,Grassland,100,100,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,American Beachgrass-Northern Bayberry-1,Grassland,98,98,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,American Beachgrass-Northern Bayberry-1,Grassland,Burnable Urban,Burnable Urban,100,98,121,23023_05812,2006,The Nature Conservancy,,,YES
4,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,Grassland,99,99,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,American Beachgrass-Northern Bayberry-1,Grassland,98,98,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,American Beachgrass-Northern Bayberry-1,Grassland,Burnable Urban,Burnable Urban,99,98,121,23023_05812,2006,The Nature Conservancy,,,YES
10,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,Grassland,99,99,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,American Beachgrass-Northern Bayberry-1,Grassland,98,98,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,American Beachgrass-Northern Bayberry-1,Grassland,85,85,99,98,85,23023_05812,2006,The Nature Conservancy,,,YES
2,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,Grassland,99,99,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,American Beachgrass-Northern Bayberry-1,Grassland,98,98,14360,66,6614360,Northern Atlantic Coastal Plain Dune and Swale,American Beachgrass-Northern Bayberry-1,Grassland,Non-burnable Urban,Non-burnable Urban,99,98,120,23023_05812,2006,The Nature Conservancy,,,YES
270,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,56,56,55,23023_06144,2006,The Nature Conservancy,,,YES
2,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,90,90,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,88,88,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,78,78,90,88,78,23023_05812,2006,The Nature Conservancy,,,YES
5,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,90,90,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,88,88,13730,66,6613730,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Red Spruce-Balsam Fir-Yellow Birch-5,Hardwood-Conifer,78,78,90,88,78,23023_06144,2006,The Nature Conservancy,,,YES
9,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,44,44,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,59,59,13770,66,6613770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,24,24,44,59,24,23023_06144,2006,The Nature Conservancy,,,YES
5,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,56,56,121,23023_06144,2006,The Nature Conservancy,,,YES
1,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Urban,Urban,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,,,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,23023_06144,2006,The Nature Conservancy,,,YES
1,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,56,56,13660,66,6613660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,56,56,120,23023_06144,2006,The Nature Conservancy,,,YES
3,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Urban,Urban,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,33015_048114,2006,The Nature Conservancy,,,YES
17,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,77,77,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,77,78,68,33015_048114,2006,The Nature Conservancy,,,YES
12,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,65,65,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,59,59,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,75,75,65,59,75,33015_048114,2006,The Nature Conservancy,,,YES
2,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,14,14,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,15,15,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,18,18,14,15,18,33015_048114,2006,The Nature Conservancy,,,YES
1,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,65,65,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,59,59,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,Burnable Urban,Burnable Urban,65,59,121,33015_048114,2006,The Nature Conservancy,,,YES
3,13690,64,6413690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Agriculture,Agriculture,13690,64,6413690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,64,6413690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Agriculture,Burnable Agriculture,180,180,181,36091_60321,2006,The Nature Conservancy,,,YES
11,13690,64,6413690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,74,74,13690,64,6413690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,75,75,13690,64,6413690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,74,75,68,36091_60321,2006,The Nature Conservancy,,,YES
2,13690,64,6413690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Agriculture,Agriculture,13690,64,6413690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,64,6413690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,180,180,121,36091_60321,2006,The Nature Conservancy,,,YES
8,14790,64,6414790,Central Interior and Appalachian Swamp Systems,Riparian,33,33,14790,64,6414790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,33,33,14790,64,6414790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,40,40,33,33,40,36091_60321,2006,The Nature Conservancy,,,YES
78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,78,78,68,25011_29026,2006,The Nature Conservancy,,,YES
